   ,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_amount,Ad_Date,Location,Device,Keyword,CTR,CPC,Conversion Rate,Cost per conversion,Return on AD spend
A2933,Data Analytics Course,148,4930,$211.01,24,6,5.80%,"$1,378",19/11/2024,Hyderabad,Mobile,Data Analytics Training,3.00%,$1.43,4.05%,$35.17,6.53
A2934,Data Analytics Course,83,4830,$184.98,12,10,12.00%,"$1,041",11/1/2024,Hyderabad,Desktop,Learn Data Analytics,1.72%,$2.23,12.05%,$18.50,5.63
A2935,Data Analytics Course,89,5422,$199.91,12,6,6.70%,"$1,903",11/9/2024,Hyderabad,Desktop,Data Analytics Training,1.64%,$2.25,6.74%,$33.32,9.52
A2936,Data Analytics Course,123,4658,$211.76,30,3,2.40%,"$1,201",15/11/2024,Hyderabad,Desktop,Online Data Analytics,2.64%,$1.72,2.44%,$70.59,5.67
A2937,Data Analytics Course,103,3249,$232.85,13,4,3.90%,"$1,397",11/4/2024,Hyderabad,Desktop,Data Analytics Course,3.17%,$2.26,3.88%,$58.21,6.00
A2938,Data Analytics Course,130,4393,$198.66,19,7,5.40%,"$1,236",11/11/2024,Hyderabad,Desktop,Data Analytics Online,2.96%,$1.53,5.38%,$28.38,6.22
A2939,Data Analytics Course,193,4953,$243.75,14,3,1.60%,"$1,118",11/4/2024,Hyderabad,Mobile,Analytics For Data,3.90%,$1.26,1.55%,$81.25,4.59
A2940,Data Analytics Course,185,5208,$227.26,16,4,2.20%,"$1,953",11/8/2024,Hyderabad,Mobile,Data Analytics Training,3.55%,$1.23,2.16%,$56.82,8.59
A2941,Data Analytics Course,163,4114,$224.80,18,8,4.60%,"$1,493",24/11/2024,Hyderabad,Desktop,Online Data Analytics,3.96%,$1.38,4.91%,$28.10,6.64
A2942,Data Analytics Course,197,3508,$181.04,20,4,2.00%,"$1,824",16/11/2024,Hyderabad,Mobile,Data Analytics Training,5.62%,$0.92,2.03%,$45.26,10.08
A2943,Data Analytics Course,89,5733,$215.33,22,9,10.10%,"$1,323",15/11/2024,Hyderabad,Tablet,Data Analytics Online,1.55%,$2.42,10.11%,$23.93,6.14
A2944,Data Analytics Course,99,3948,$198.65,22,4,4.00%,"$1,444",19/11/2024,Hyderabad,Mobile,Data Analytics Training,2.51%,$2.01,4.04%,$49.66,7.27
A2945,Data Analytics Course,110,4488,$210.69,27,10,0.00%,"$1,872",11/12/2024,Hyderabad,Mobile,Data Analytics Training,2.45%,$1.92,9.09%,$21.07,8.89
A2947,Data Analytics Course,120,5363,$221.17,17,4,3.30%,"$1,345",11/8/2024,Hyderabad,Tablet,Analytics For Data,2.24%,$1.84,3.33%,$55.29,6.08
A2949,Data Analytics Course,108,5611,$224.38,29,8,7.40%,"$1,886",11/11/2024,Hyderabad,Mobile,Analytics For Data,1.92%,$2.08,7.41%,$28.05,8.41
A2950,Data Analytics Course,143,4788,$213.20,24,7,4.90%,"$1,359",1/11/2024,Hyderabad,Desktop,Analytics For Data,2.99%,$1.49,4.90%,$30.46,6.37
A2951,Data Analytics Course,129,5899,$216.85,15,9,0.00%,"$1,574",30/11/2024,Hyderabad,Desktop,Data Analytics Course,2.19%,$1.68,6.98%,$24.09,7.26
A2952,Data Analytics Course,165,4121,$224.59,30,7,4.20%,"$1,569",11/3/2024,Hyderabad,Mobile,Data Analytics Course,4.00%,$1.36,4.24%,$32.08,6.99
A2953,Data Analytics Course,155,5030,$234.41,13,5,3.20%,"$1,113",8/11/2024,Hyderabad,Mobile,Online Data Analytics,3.08%,$1.51,3.23%,$46.88,4.75
A2954,Data Analytics Course,156,3533,$211.70,22,9,5.80%,"$1,399",11/10/2024,Hyderabad,Mobile,Data Analytics Course,4.42%,$1.36,5.77%,$23.52,6.61
A2955,Data Analytics Course,94,5751,$205.37,10,9,9.60%,"$1,155",19/11/2024,Hyderabad,Tablet,Data Analytics Course,1.63%,$2.18,9.57%,$22.82,5.62
A2956,Data Analytics Course,170,5484,$210.28,20,9,5.30%,"$1,319",23/11/2024,Hyderabad,Tablet,Data Analytics Training,3.10%,$1.24,5.29%,$23.36,6.27
A2957,Data Analytics Course,90,5457,$233.50,17,9,10.00%,"$1,159",19/11/2024,Hyderabad,Desktop,Data Analytics Course,1.65%,$2.59,10.00%,$25.94,4.96
A2958,Data Analytics Course,0,3314,$215.57,26,10,0.00%,"$1,731",27/11/2024,Hyderabad,Desktop,Analytics For Data,0.00%,$0.00,0.00%,$21.56,8.03
A2959,Data Analytics Course,80,5808,$240.44,12,4,3.60%,"$1,542",16/11/2024,Hyderabad,Desktop,Data Analytics Online,1.38%,$3.01,5.00%,$60.11,6.41
A2960,Data Analytics Course,166,5567,$199.13,29,5,3.00%,"$1,474",11/8/2024,Hyderabad,Mobile,Learn Data Analytics,2.98%,$1.20,3.01%,$39.83,7.40
A2961,Data Analytics Course,149,5936,$246.58,14,6,0.00%,"$1,396",11/1/2024,Hyderabad,Desktop,Learn Data Analytics,2.51%,$1.65,4.03%,$41.10,5.66
A2962,Data Analytics Course,151,4966,$223.67,15,3,0.00%,"$1,411",11/9/2024,Hyderabad,Tablet,Analytics For Data,3.04%,$1.48,1.99%,$74.56,6.31
A2963,Data Analytics Course,186,4790,$233.42,10,3,0.00%,"$1,201",25/11/2024,Hyderabad,Desktop,Data Analytics Training,3.88%,$1.25,1.61%,$77.81,5.15
A2964,Data Analytics Course,143,4932,$206.35,20,9,6.30%,"$1,132",22/11/2024,Hyderabad,Desktop,Data Analytics Course,2.90%,$1.44,6.29%,$22.93,5.49
A2965,Data Analytics Course,180,3991,$200.43,10,10,5.60%,"$1,427",21/11/2024,Hyderabad,Tablet,Online Data Analytics,4.51%,$1.11,5.56%,$20.04,7.12
A2966,Data Analytics Course,141,3306,$188.29,30,9,4.10%,"$1,561",18/11/2024,Hyderabad,Tablet,Analytics For Data,4.26%,$1.34,6.38%,$20.92,8.29
A2967,Data Analytics Course,80,3432,$226.03,0,9,11.30%,"$1,254",11/7/2024,Hyderabad,Desktop,Learn Data Analytics,2.33%,$2.83,11.25%,$25.11,5.55
A2968,Data Analytics Course,152,4683,$223.33,12,7,4.60%,"$1,697",18/11/2024,Hyderabad,Tablet,Data Analytics Course,3.25%,$1.47,4.61%,$31.90,7.60
A2969,Data Analytics Course,189,3635,$229.08,17,9,4.80%,"$1,225",13/11/2024,Hyderabad,Tablet,Online Data Analytics,5.20%,$1.21,4.76%,$25.45,5.35
A2970,Data Analytics Course,121,4638,$198.88,14,6,0.00%,"$1,964",11/8/2024,Hyderabad,Desktop,Learn Data Analytics,2.61%,$1.64,4.96%,$33.15,9.88
A2971,Data Analytics Course,140,5095,$223.77,28,7,5.00%,"$1,233",14/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.75%,$1.60,5.00%,$31.97,5.51
A2972,Data Analytics Course,183,5749,$213.66,23,7,0.00%,"$1,187",22/11/2024,Hyderabad,Mobile,Online Data Analytics,3.18%,$1.17,3.83%,$30.52,5.56
A2973,Data Analytics Course,156,3964,$184.42,22,6,3.80%,"$1,893",30/11/2024,Hyderabad,Tablet,Online Data Analytics,3.94%,$1.18,3.85%,$30.74,10.26
A2974,Data Analytics Course,136,5645,$195.55,26,4,2.90%,"$1,773",1/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.41%,$1.44,2.94%,$48.89,9.07
A2975,Data Analytics Course,107,5272,$223.18,16,8,7.50%,"$1,110",28/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.03%,$2.09,7.48%,$27.90,4.97
A2976,Data Analytics Course,86,4824,$231.61,20,7,0.00%,"$1,390",11/10/2024,Hyderabad,Tablet,Data Analytics Online,1.78%,$2.69,8.14%,$33.09,6.00
A2977,Data Analytics Course,165,5455,$191.75,30,5,3.00%,"$1,145",11/2/2024,Hyderabad,Desktop,Data Analytics Training,3.02%,$1.16,3.03%,$38.35,5.97
A2978,Data Analytics Course,145,3779,$182.65,27,4,0.00%,"$1,364",24/11/2024,Hyderabad,Tablet,Analytics For Data,3.84%,$1.26,2.76%,$45.66,7.47
A2979,Data Analytics Course,99,5981,$243.89,16,9,9.10%,"$1,876",11/11/2024,Hyderabad,Desktop,Data Analytics Online,1.66%,$2.46,9.09%,$27.10,7.69
A2980,Data Analytics Course,0,5954,$216.02,27,10,0.00%,"$1,880",28/11/2024,Hyderabad,Desktop,Data Analytics Training,0.00%,$0.00,0.00%,$21.60,8.70
A2981,Data Analytics Course,139,5055,$215.57,19,8,5.80%,"$1,696",29/11/2024,Hyderabad,Tablet,Online Data Analytics,2.75%,$1.55,5.76%,$26.95,7.87
A2982,Data Analytics Course,153,4524,$224.15,20,4,2.60%,"$1,083",11/5/2024,Hyderabad,Tablet,Learn Data Analytics,3.38%,$1.47,2.61%,$56.04,4.83
A2983,Data Analytics Course,184,5903,$182.50,15,10,5.00%,"$1,230",25/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.12%,$0.99,5.43%,$18.25,6.74
A2984,Data Analytics Course,119,5050,$180.57,12,8,6.70%,"$1,243",11/4/2024,Hyderabad,Mobile,Analytics For Data,2.36%,$1.52,6.72%,$22.57,6.88
A2985,Data Analytics Course,109,4816,$182.90,27,8,0.00%,"$1,123",21/11/2024,Hyderabad,Desktop,Data Analytics Training,2.26%,$1.68,7.34%,$22.86,6.14
A2986,Data Analytics Course,168,4070,$222.99,29,7,4.60%,"$1,733",11/12/2024,Hyderabad,Mobile,Data Analytics Training,4.13%,$1.33,4.17%,$31.86,7.77
A2987,Data Analytics Course,0,5827,$190.93,14,3,0.00%,"$1,731",30/11/2024,Hyderabad,Desktop,Data Analytics Course,0.00%,$0.00,0.00%,$63.64,9.07
A2988,Data Analytics Course,82,4922,$234.82,27,10,3.30%,"$1,556",17/11/2024,Hyderabad,Desktop,Data Analytics Training,1.67%,$2.86,12.20%,$23.48,6.63
A2989,Data Analytics Course,112,4277,$249.65,27,3,0.00%,"$1,953",26/11/2024,Hyderabad,Tablet,Data Analytics Online,2.62%,$2.23,2.68%,$83.22,7.82
A2990,Data Analytics Course,99,3418,$195.91,19,10,10.10%,"$1,242",4/11/2024,Hyderabad,Desktop,Data Analytics Training,2.90%,$1.98,10.10%,$19.59,6.34
A2991,Data Analytics Course,89,3363,$220.07,26,0,0.00%,"$1,939",11/9/2024,Hyderabad,Desktop,Data Analytics Course,2.65%,$2.47,0.00%,$0.00,8.81
A2992,Data Analytics Course,154,4828,$233.39,24,6,0.00%,"$1,661",2/11/2024,Hyderabad,Tablet,Learn Data Analytics,3.19%,$1.52,3.90%,$38.90,7.12
A2993,Data Analytics Course,155,4135,$226.66,26,7,5.70%,"$1,442",22/11/2024,Hyderabad,Tablet,Analytics For Data,3.75%,$1.46,4.52%,$32.38,6.36
A2994,Data Analytics Course,188,5254,$190.43,27,7,3.70%,"$1,821",16/11/2024,Hyderabad,Desktop,Online Data Analytics,3.58%,$1.01,3.72%,$27.20,9.56
A2995,Data Analytics Course,83,4439,$232.13,28,7,8.40%,"$1,570",19/11/2024,Hyderabad,Mobile,Data Analytics Training,1.87%,$2.80,8.43%,$33.16,6.76
A2996,Data Analytics Course,127,3053,$183.57,10,8,6.30%,"$1,669",13/11/2024,Hyderabad,Tablet,Data Analytics Course,4.16%,$1.45,6.30%,$22.95,9.09
A2997,Data Analytics Course,141,5550,$213.82,0,10,0.00%,"$1,545",15/11/2024,Hyderabad,Tablet,Data Analytics Online,2.54%,$1.52,7.09%,$21.38,7.23
A2998,Data Analytics Course,149,4678,$241.41,11,6,0.00%,"$1,106",4/11/2024,Hyderabad,Desktop,Analytics For Data,3.19%,$1.62,4.03%,$40.24,4.58
A2999,Data Analytics Course,152,3036,$210.78,12,6,0.00%,"$1,074",11/10/2024,Hyderabad,Tablet,Data Analytics Online,5.01%,$1.39,3.95%,$35.13,5.10
A3000,Data Analytics Course,123,5050,$247.93,11,8,6.50%,"$1,755",29/11/2024,Hyderabad,Tablet,Analytics For Data,2.44%,$2.02,6.50%,$30.99,7.08
A3001,Data Analytics Course,137,5057,$194.11,11,6,4.40%,"$1,206",11/9/2024,Hyderabad,Desktop,Data Analytics Course,2.71%,$1.42,4.38%,$32.35,6.21
A3002,Data Analytics Course,93,5346,$197.78,15,8,8.60%,"$1,036",15/11/2024,Hyderabad,Tablet,Data Analytics Online,1.74%,$2.13,8.60%,$24.72,5.24
A3004,Data Analytics Course,122,3351,$196.49,13,3,2.50%,"$1,362",30/11/2024,Hyderabad,Desktop,Data Analytics Course,3.64%,$1.61,2.46%,$65.50,6.93
A3005,Data Analytics Course,168,3128,$184.27,30,7,0.00%,"$1,957",1/11/2024,Hyderabad,Tablet,Data Analytics Course,5.37%,$1.10,4.17%,$26.32,10.62
A3006,Data Analytics Course,113,4518.5,$215.57,26,8,7.10%,"$1,285",12/11/2024,Hyderabad,Mobile,Data Analytics Course,2.50%,$1.91,7.08%,$26.95,5.96
A3007,Data Analytics Course,124,5402,$222.16,21,7,5.90%,"$1,091",27/11/2024,Hyderabad,Desktop,Data Analytics Training,2.30%,$1.79,5.65%,$31.74,4.91
A3008,Data Analytics Course,95,4653,$193.63,17,4,4.20%,"$1,688",27/11/2024,Hyderabad,Desktop,Data Analytics Course,2.04%,$2.04,4.21%,$48.41,8.72
A3009,Data Analytics Course,185,4599,$248.28,15,5,2.70%,"$1,673",6/11/2024,Hyderabad,Desktop,Data Analytics Online,4.02%,$1.34,2.70%,$49.66,6.74
A3010,Data Analytics Course,144,3120,$221.66,24,0,0.00%,"$1,061",13/11/2024,Hyderabad,Mobile,Data Analytics Training,4.62%,$1.54,0.00%,$0.00,4.79
A3011,Data Analytics Course,175,3521,$210.11,14,9,5.10%,"$1,140",28/11/2024,Hyderabad,Mobile,Analytics For Data,4.97%,$1.20,5.14%,$23.35,5.43
A3012,Data Analytics Course,88,5823,$246.67,12,9,10.20%,"$1,514",1/11/2024,Hyderabad,Mobile,Data Analytics Course,1.51%,$2.80,10.23%,$27.41,6.14
A3013,Data Analytics Course,90,5569,$196.60,27,4,5.30%,"$1,516",20/11/2024,Hyderabad,Desktop,Data Analytics Online,1.62%,$2.18,4.44%,$49.15,7.71
A3014,Data Analytics Course,94,4255,$221.06,13,5,5.30%,"$1,623",20/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.21%,$2.35,5.32%,$44.21,7.34
A3015,Data Analytics Course,191,4910,$232.70,14,10,5.20%,"$1,080",11/3/2024,Hyderabad,Tablet,Analytics For Data,3.89%,$1.22,5.24%,$23.27,4.64
A3016,Data Analytics Course,167,5675,$222.56,15,4,2.40%,"$1,862",17/11/2024,Hyderabad,Tablet,Analytics For Data,2.94%,$1.33,2.40%,$55.64,8.37
A3017,Data Analytics Course,136,3777,$186.50,11,4,2.90%,"$1,027",11/5/2024,Hyderabad,Mobile,Learn Data Analytics,3.60%,$1.37,2.94%,$46.63,5.51
A3018,Data Analytics Course,110,5790,$215.57,23,9,0.00%,"$1,463",8/11/2024,Hyderabad,Tablet,Data Analytics Online,1.90%,$1.96,8.18%,$23.95,6.79
A3019,Data Analytics Course,171,3055,$215.57,26,5,2.90%,"$1,701",18/11/2024,Hyderabad,Mobile,Data Analytics Training,5.60%,$1.26,2.92%,$43.11,7.89
A3020,Data Analytics Course,134,5620,$231.40,28,7,5.20%,"$1,499",29/11/2024,Hyderabad,Desktop,Data Analytics Training,2.38%,$1.73,5.22%,$33.06,6.48
A3021,Data Analytics Course,170,4594,$193.20,27,9,5.30%,"$1,319",27/11/2024,Hyderabad,Mobile,Analytics For Data,3.70%,$1.14,5.29%,$21.47,6.83
A3022,Data Analytics Course,151,4907,$248.32,10,4,2.60%,"$1,948",23/11/2024,Hyderabad,Desktop,Data Analytics Course,3.08%,$1.64,2.65%,$62.08,7.84
A3023,Data Analytics Course,124,5437,$180.54,29,7,0.00%,"$1,564",9/11/2024,Hyderabad,Desktop,Analytics For Data,2.28%,$1.46,5.65%,$25.79,8.66
A3024,Data Analytics Course,88,4794,$242.28,11,3,3.40%,"$1,210",11/7/2024,Hyderabad,Mobile,Data Analytics Training,1.84%,$2.75,3.41%,$80.76,4.99
A3025,Data Analytics Course,118,5326,$199.76,19,8,6.80%,"$1,195",24/11/2024,Hyderabad,Tablet,Analytics For Data,2.22%,$1.69,6.78%,$24.97,5.98
A3027,Data Analytics Course,112,4594,$236.12,29,8,7.10%,"$1,569",23/11/2024,Hyderabad,Mobile,Data Analytics Training,2.44%,$2.11,7.14%,$29.52,6.64
A3028,Data Analytics Course,186,4352,$223.95,29,3,1.60%,"$1,290",6/11/2024,Hyderabad,Mobile,Data Analytics Training,4.27%,$1.20,1.61%,$74.65,5.76
A3029,Data Analytics Course,139,4220,$206.02,21,5,3.60%,"$1,671",21/11/2024,Hyderabad,Desktop,Learn Data Analytics,3.29%,$1.48,3.60%,$41.20,8.11
A3030,Data Analytics Course,164,4909,$245.06,13,3,4.50%,"$1,601",4/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.34%,$1.49,1.83%,$81.69,6.53
A3031,Data Analytics Course,89,3148,$219.25,13,4,4.50%,"$1,533",11/6/2024,Hyderabad,Desktop,Data Analytics Online,2.83%,$2.46,4.49%,$54.81,6.99
A3032,Data Analytics Course,107,3105,$195.46,20,10,3.70%,"$1,455",19/11/2024,Hyderabad,Mobile,Data Analytics Online,3.45%,$1.83,9.35%,$19.55,7.44
A3033,Data Analytics Course,179,5062,$214.66,18,4,5.00%,"$1,815",24/11/2024,Hyderabad,Mobile,Data Analytics Course,3.54%,$1.20,2.23%,$53.67,8.46
A3034,Data Analytics Course,136,4096,$228.79,19,10,3.90%,"$1,054",26/11/2024,Hyderabad,Desktop,Data Analytics Training,3.32%,$1.68,7.35%,$22.88,4.61
A3035,Data Analytics Course,140,4283,$205.02,22,7,0.00%,"$1,674",11/11/2024,Hyderabad,Mobile,Data Analytics Course,3.27%,$1.46,5.00%,$29.29,8.17
A3036,Data Analytics Course,137,4189,$208.84,17,0,0.00%,"$1,211",11/9/2024,Hyderabad,Mobile,Online Data Analytics,3.27%,$1.52,0.00%,$0.00,5.80
A3037,Data Analytics Course,199,4818,$230.19,11,7,3.80%,"$1,714",11/8/2024,Hyderabad,Desktop,Online Data Analytics,4.13%,$1.16,3.52%,$32.88,7.45
A3038,Data Analytics Course,95,5256,$235.84,12,8,5.20%,"$1,324",24/11/2024,Hyderabad,Mobile,Data Analytics Training,1.81%,$2.48,8.42%,$29.48,5.61
A3039,Data Analytics Course,182,3980,$191.75,16,5,2.70%,"$1,050",11/8/2024,Hyderabad,Tablet,Online Data Analytics,4.57%,$1.05,2.75%,$38.35,5.48
A3040,Data Analytics Course,132,4359,$237.12,29,3,0.00%,"$1,872",1/11/2024,Hyderabad,Mobile,Online Data Analytics,3.03%,$1.80,2.27%,$79.04,7.89
A3041,Data Analytics Course,139,5326,$241.70,29,5,3.60%,"$1,423",8/11/2024,Hyderabad,Mobile,Analytics For Data,2.61%,$1.74,3.60%,$48.34,5.89
A3043,Data Analytics Course,166,3746,$213.81,16,5,3.00%,"$1,750",11/8/2024,Hyderabad,Mobile,Data Analytics Online,4.43%,$1.29,3.01%,$42.76,8.18
A3044,Data Analytics Course,121,5608,$219.92,19,4,4.90%,"$1,209",14/11/2024,Hyderabad,Tablet,Data Analytics Training,2.16%,$1.82,3.31%,$54.98,5.50
A3045,Data Analytics Course,173,4582,$204.99,17,5,2.90%,"$1,703",21/11/2024,Hyderabad,Desktop,Data Analytics Training,3.78%,$1.18,2.89%,$41.00,8.31
A3046,Data Analytics Course,132,4438,$232.68,24,7,0.00%,"$1,959",11/9/2024,Hyderabad,Desktop,Analytics For Data,2.97%,$1.76,5.30%,$33.24,8.42
A3047,Data Analytics Course,136,5011,$236.62,25,5,3.70%,"$1,582",11/3/2024,Hyderabad,Mobile,Data Analytics Course,2.71%,$1.74,3.68%,$47.32,6.69
A3048,Data Analytics Course,174,5864,$190.45,26,5,4.50%,"$1,508",27/11/2024,Hyderabad,Mobile,Data Analytics Training,2.97%,$1.09,2.87%,$38.09,7.92
A3049,Data Analytics Course,168,5114,$186.75,10,3,1.80%,"$1,530",18/11/2024,Hyderabad,Desktop,Online Data Analytics,3.29%,$1.11,1.79%,$62.25,8.19
A3050,Data Analytics Course,117,5658,$191.48,13,3,3.20%,"$1,779",25/11/2024,Hyderabad,Mobile,Learn Data Analytics,2.07%,$1.64,2.56%,$63.83,9.29
A3051,Data Analytics Course,187,4876,$192.20,16,5,2.70%,"$1,396",11/9/2024,Hyderabad,Tablet,Analytics For Data,3.84%,$1.03,2.67%,$38.44,7.26
A3052,Data Analytics Course,0,5139,$212.20,20,10,0.00%,"$1,613",18/11/2024,Hyderabad,Tablet,Online Data Analytics,0.00%,$0.00,0.00%,$21.22,7.60
A3053,Data Analytics Course,0,5470,$210.97,0,7,0.00%,"$1,928",21/11/2024,Hyderabad,Desktop,Data Analytics Online,0.00%,$0.00,0.00%,$30.14,9.14
A3054,Data Analytics Course,112,5143,$242.96,18,3,2.70%,"$1,029",7/11/2024,Hyderabad,Mobile,Data Analytics Training,2.18%,$2.17,2.68%,$80.99,4.24
A3057,Data Analytics Course,167,3366,$213.02,28,4,5.90%,"$1,159",14/11/2024,Hyderabad,Mobile,Data Analytics Course,4.96%,$1.28,2.40%,$53.26,5.44
A3058,Data Analytics Course,165,5228,$199.73,27,3,4.00%,"$1,829",5/11/2024,Hyderabad,Mobile,Analytics For Data,3.16%,$1.21,1.82%,$66.58,9.16
A3059,Data Analytics Course,108,4266,$220.02,24,5,0.00%,"$1,282",23/11/2024,Hyderabad,Mobile,Data Analytics Training,2.53%,$2.04,4.63%,$44.00,5.83
A3060,Data Analytics Course,182,5102,$226.22,16,10,6.00%,"$1,600",11/7/2024,Hyderabad,Mobile,Data Analytics Course,3.57%,$1.24,5.49%,$22.62,7.07
A3061,Data Analytics Course,91,3787,$226.17,26,8,8.80%,"$1,493",10/11/2024,Hyderabad,Tablet,Data Analytics Course,2.40%,$2.49,8.79%,$28.27,6.60
A3062,Data Analytics Course,194,4598,$233.86,25,4,0.00%,"$1,565",5/11/2024,Hyderabad,Tablet,Data Analytics Online,4.22%,$1.21,2.06%,$58.47,6.69
A3063,Data Analytics Course,189,5404,$218.41,17,10,5.30%,"$1,418",24/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.50%,$1.16,5.29%,$21.84,6.49
A3064,Data Analytics Course,85,4432,$214.79,22,7,8.20%,"$1,262",23/11/2024,Hyderabad,Tablet,Data Analytics Online,1.92%,$2.53,8.24%,$30.68,5.88
A3065,Data Analytics Course,162,4016,$224.48,28,10,4.10%,"$1,060",19/11/2024,Hyderabad,Mobile,Data Analytics Training,4.03%,$1.39,6.17%,$22.45,4.72
A3066,Data Analytics Course,0,5379,$248.46,28,5,0.00%,"$1,881",27/11/2024,Hyderabad,Desktop,Online Data Analytics,0.00%,$0.00,0.00%,$49.69,7.57
A3067,Data Analytics Course,88,5093,$222.28,13,9,5.00%,"$1,185",9/11/2024,Hyderabad,Desktop,Online Data Analytics,1.73%,$2.53,10.23%,$24.70,5.33
A3068,Data Analytics Course,121,5092,$219.15,21,6,5.00%,"$1,864",11/4/2024,Hyderabad,Desktop,Analytics For Data,2.38%,$1.81,4.96%,$36.53,8.51
A3069,Data Analytics Course,81,3015,$218.69,10,7,8.60%,"$1,550",27/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.69%,$2.70,8.64%,$31.24,7.09
A3070,Data Analytics Course,125,3745,$206.93,24,3,2.40%,"$1,619",11/8/2024,Hyderabad,Tablet,Data Analytics Course,3.34%,$1.66,2.40%,$68.98,7.82
A3071,Data Analytics Course,188,5046,$202.52,18,10,6.00%,"$1,625",11/5/2024,Hyderabad,Tablet,Online Data Analytics,3.73%,$1.08,5.32%,$20.25,8.02
A3072,Data Analytics Course,99,4032,$186.45,19,5,0.00%,"$1,074",11/3/2024,Hyderabad,Desktop,Data Analytics Course,2.46%,$1.88,5.05%,$37.29,5.76
A3073,Data Analytics Course,170,3879,$245.00,29,0,0.00%,"$1,202",26/11/2024,Hyderabad,Tablet,Data Analytics Course,4.38%,$1.44,0.00%,$0.00,4.91
A3074,Data Analytics Course,105,4968,$188.38,14,5,0.00%,"$1,135",21/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.11%,$1.79,4.76%,$37.68,6.03
A3075,Data Analytics Course,173,5872,$190.30,24,5,2.90%,"$1,953",26/11/2024,Hyderabad,Tablet,Data Analytics Online,2.95%,$1.10,2.89%,$38.06,10.26
A3077,Data Analytics Course,143,3109,$246.92,22,5,3.50%,"$1,589",13/11/2024,Hyderabad,Tablet,Learn Data Analytics,4.60%,$1.73,3.50%,$49.38,6.44
A3078,Data Analytics Course,124,5415,$217.55,0,4,3.20%,"$1,258",27/11/2024,Hyderabad,Desktop,Data Analytics Online,2.29%,$1.75,3.23%,$54.39,5.78
A3079,Data Analytics Course,154,5633,$245.95,29,7,3.50%,"$1,604",11/3/2024,Hyderabad,Tablet,Learn Data Analytics,2.73%,$1.60,4.55%,$35.14,6.52
A3080,Data Analytics Course,85,5402,$191.95,18,7,8.20%,"$1,002",26/11/2024,Hyderabad,Desktop,Data Analytics Training,1.57%,$2.26,8.24%,$27.42,5.22
A3081,Data Analytics Course,167,4059,$209.18,17,4,2.40%,"$1,742",16/11/2024,Hyderabad,Tablet,Learn Data Analytics,4.11%,$1.25,2.40%,$52.30,8.33
A3082,Data Analytics Course,139,3172,$227.83,20,10,7.20%,"$1,130",28/11/2024,Hyderabad,Tablet,Analytics For Data,4.38%,$1.64,7.19%,$22.78,4.96
A3083,Data Analytics Course,193,5716,$224.53,19,9,4.70%,"$1,167",13/11/2024,Hyderabad,Desktop,Online Data Analytics,3.38%,$1.16,4.66%,$24.95,5.20
A3084,Data Analytics Course,127,4816,$245.25,23,3,4.90%,"$1,985",7/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.64%,$1.93,2.36%,$81.75,8.09
A3085,Data Analytics Course,80,3742,$247.16,0,10,5.50%,"$1,686",11/8/2024,Hyderabad,Tablet,Analytics For Data,2.14%,$3.09,12.50%,$24.72,6.82
A3086,Data Analytics Course,174,4469,$215.98,14,8,4.60%,"$1,619",11/7/2024,Hyderabad,Desktop,Online Data Analytics,3.89%,$1.24,4.60%,$27.00,7.50
A3087,Data Analytics Course,127,3454,$209.19,19,10,5.80%,"$1,937",11/5/2024,Hyderabad,Desktop,Data Analytics Training,3.68%,$1.65,7.87%,$20.92,9.26
A3088,Data Analytics Course,151,3702,$245.02,22,9,6.00%,"$1,983",4/11/2024,Hyderabad,Tablet,Learn Data Analytics,4.08%,$1.62,5.96%,$27.22,8.09
A3089,Data Analytics Course,113,4258,$232.25,16,10,8.80%,"$1,374",24/11/2024,Hyderabad,Mobile,Online Data Analytics,2.65%,$2.06,8.85%,$23.23,5.92
A3090,Data Analytics Course,159,4047,$205.62,24,3,5.00%,"$1,177",9/11/2024,Hyderabad,Tablet,Analytics For Data,3.93%,$1.29,1.89%,$68.54,5.72
A3091,Data Analytics Course,197,3319,$215.83,26,10,5.10%,"$1,342",18/11/2024,Hyderabad,Desktop,Analytics For Data,5.94%,$1.10,5.08%,$21.58,6.22
A3092,Data Analytics Course,106,5661,$181.96,17,3,2.80%,"$1,250",11/11/2024,Hyderabad,Desktop,Data Analytics Online,1.87%,$1.72,2.83%,$60.65,6.87
A3093,Data Analytics Course,143,4914,$222.69,12,7,5.00%,"$1,280",12/11/2024,Hyderabad,Desktop,Analytics For Data,2.91%,$1.56,4.90%,$31.81,5.75
A3094,Data Analytics Course,111,5382,$219.59,29,5,3.20%,"$1,464",25/11/2024,Hyderabad,Desktop,Analytics For Data,2.06%,$1.98,4.50%,$43.92,6.67
